NAME	T cells CD8+	T cells CD4+	Endothelial ACKR1	B cells Memory	CAFs MSC iCAF-like	B cells Naive	NKT cells	GenMod1	GenMod3	GenMod6	Monocyte	CAFs myCAF-like	PVL Immature	GenMod7	Endothelial RGS5	GenMod2	Plasmablasts	GenMod5	Macrophage	GenMod4	Luminal Progenitors	Mature Luminal	Myoepithelial	PVL Differentiated	NK cells	DCs	Endothelial CXCL12	Endothelial Lymphatic LYVE1
AGTRAP	90.6610294860909	1	84.9964241722412	1	68.5638620693592	1	143.215346345259	76.5957541734093	125.713031779775	136.977601073542	145.787007647846	78.9130959156423	1	63.9736494554456	71.7753500825579	112.332269232807	1	102.150640783256	118.742385521339	115.819689230059	44.570652004258	102.894217904954	55.8434483292304	1	1	1	86.8245390694192	1
AHCTF1	1	1	1	1	1	1	1	29.6049226113191	28.237614898934	23.8698529198126	1	1	1	41.7114417628011	1	1	1	1	1	41.5699342632387	1	1	1	1	1	1	57.5626496995056	1
AHI1	1	1	56.9561013668846	1	94.718270371484	1	1	1	1	26.7396899916558	1	49.8448609557108	91.5548149138916	62.6458234553045	52.0469326416736	29.3191071106432	1	39.0563636189672	1	42.3755398070185	37.3652962956626	75.7940017094541	65.2211535708892	66.1348304598795	107.631093103165	80.7104571660845	1	1
AHNAK2	1	1	1	1	1	1	1	1	90.0153761235874	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AHR	1	90.9002177294918	144.257739738584	1	1	1	1	61.3517537916219	49.2068027691917	57.2693252621016	93.5556650713064	1	71.3098143268851	44.2575395325147	103.227806895727	1	1	1	118.884197388656	1	61.7768136781608	51.6243314275892	102.056116116974	1	1	67.4239217454196	140.900815147476	1
AHSA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.8783271405765	1	1	1	1	1	1	1	1	1	69.8735564272962
AIDA	1	1	65.288074354707	1	1	94.8505439024573	1	40.4073772336582	47.6536653342095	26.4275033140511	1	47.7248720587102	1	38.4818280417639	56.5588958449318	30.1845428852226	1	47.484938306287	50.5307041739318	46.7379359385473	1	1	1	50.6455025305407	1	67.1498312189137	73.9445244601276	36.7417490247442
AIF1	1	1	1	1	1	1	1	1	1	1	1726.37085462273	1	1	1	1	1	1	1	1596.82820312907	1	1	1	1	1	1	584.377918716544	1	1
AIF1L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.1305001832958	1	1	1	1	35.3060919736915	35.9961570214799	1	1	1	1	1	153.792700056798	1
AIFM1	1	1	1	1	1	1	1	1	1	32.1135046586641	1	1	1	1	1	35.0529501597998	1	1	1	42.3597855875912	1	1	1	1	1	1	1	1
AIFM2	1	1	1	1	1	1	1	1	53.0449223917347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AIM1	152.599674192147	211.859504464508	1	1	1	1	1	1	74.2011224841427	1	52.8092925478205	1	1	374.15738070425	1	174.099521566354	1	1	1	690.802945910757	46.3835639435242	36.2787311320252	64.5276934750685	1	136.536454345392	68.4431314019772	1	1
AIM2	1	1	1	126.337120793946	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AIMP2	1	1	1	1	1	1	1	1	49.6377988592426	40.4623306163711	1	1	1	1	1	50.649046273119	1	1	1	61.4313569342672	1	1	1	1	1	36.4352369091745	1	1
AK4	1	1	1	1	1	1	1	28.3917640681282	65.5140005290733	36.5250024762725	1	1	1	55.6370020956671	1	51.4957543492834	1	1	1	75.093373586037	34.409605503668	35.4448422719308	91.5836142729111	1	1	1	1	1
AK5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	91.7495788766818	128.574438747875	1	1	1	1	1	1
AKAP1	1	1	1	1	1	1	1	31.7984958606299	1	26.038556847515	1	1	1	47.3810749809289	1	23.9553546841361	1	58.2096233287594	1	1	36.3320386615216	1	1	62.5241973371098	1	1	1	1
AKAP11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61.7457567912404	1	1	1	1	1	1	1	1	1	1	1	1	1
AKAP12	1	1	85.9655614531935	1	164.984835036143	1	1	1	1	1	1	165.066615113085	149.455211896997	1	63.0015009456215	1	1	1	1	1	1	1	1	115.411240507443	1	1	1	579.404511249028
AKAP13	275.940929422338	205.974018662843	173.968052520544	221.302544527867	117.301405036344	159.118708819867	231.819573960456	1	47.202238624396	33.1190114828736	202.327898354606	141.25300681661	111.37101461079	50.2106950035374	162.831950581313	1	1	1	153.103389235343	36.0726430576408	91.3841790941297	60.3711812668062	1	113.18747135711	274.352367740058	316.398124967506	290.77481078661	110.349479899546
AKAP17A	1	1	1	1	1	1	1	32.3464680930694	1	1	1	1	1	37.0717297580601	1	1	1	1	1	1	24.0715403712726	47.7674751418847	1	1	1	47.1357909236453	1	1
AKAP8	1	1	1	1	1	1	1	1	24.5265095463287	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AKAP8L	1	1	1	1	1	1	1	1	31.1576343408594	30.0953596128558	1	1	1	34.97426188135	1	1	1	1	1	1	1	36.161065421876	1	1	1	1	1	1
AKIP1	1	1	1	1	1	1	1	1	40.9487053352921	1	1	42.7862245966757	1	1	53.5625738229282	1	1	1	53.5624221424984	1	1	1	43.0024464623307	1	1	1	1	1
AKIRIN2	147.525279288546	122.838540465958	64.985358252301	125.303236950715	44.5283239477652	1	1	31.9676060013959	45.6826103459134	26.6439115482125	191.871766644759	43.7538981915455	44.2073192857892	34.3340568720101	50.3970977529426	36.3853817288317	1	1	105.20576755809	64.3926195966702	50.8624875410968	52.3128564041414	52.1639680632916	1	58.9405672964653	119.909996165109	1	95.1065920242852
AKNA	139.261991713929	86.1727310364426	1	1	1	93.9284628875107	206.793663812368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149.324920957934	50.5884891463431	1	1
AKR1B1	1	1	45.2240774513783	1	81.0045652769846	1	1	1	115.08726464359	1	80.4031799695348	64.5386269378636	1	1	44.4135684649378	1	56.9818919765635	1	181.579711023884	45.1747124295269	21.9158003953095	1	76.6673487965618	1	1	60.2384449300383	106.674321950708	1
AKR1C1	1	1	1	1	1	1	1	1	47.1032938366572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AKR1C3	1	1	90.2574393002896	1	1	1	1	1	48.6029383312399	1	1	1	1	1	45.7485145815128	1	1	1	1	1	1	1	1	1	1	1	86.8082812303387	76.2320715187987
AKR7A3	1	1	1	1	1	1	1	46.4509290181042	1	46.3689089202742	1	1	1	1	1	1	1	83.8361219220696	1	1	1	118.88579046733	1	1	1	1	1	1
AKT3	1	1	46.6108915518051	1	1	1	1	1	1	1	1	1	1	1	55.6923567406879	1	1	1	1	1	1	1	1	1	1	1	36.6394587720937	1
AKTIP	1	1	40.8676390235001	1	1	1	1	1	1	28.6753047334332	1	1	1	1	70.1913163941789	1	1	1	1	1	1	1	1	1	1	1	1	68.6037693989059
ALAD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.0506479264167	1	1	1	1	1	1
ALAS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.6404019889724	1	1	50.2765065566599	1	30.1951906092828	76.8022184038019	1	1	1	1	1	1
ALCAM	1	1	1	1	1	1	1	136.63785652822	110.181939220152	117.850471414415	61.6861708684403	1	1	138.643125404327	1	56.3001289283023	1	231.11268624462	99.4949153383619	76.7794406339389	32.4790446531319	162.316360927631	1	1	1	43.1600550022543	1	1
ALDH18A1	1	1	1	1	1	1	1	1	1	1	1	38.9212949885744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ALDH1A1	1	1	1	1	190.395137648411	1	1	1	1	1	1	75.9154146633055	1	1	1	1	1	1	51.282181040184	1	1	1	1	1	1	1	1	1
ALDH1A3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	88.3342375465974	1	1	1	1	1	1	1
ALDH1B1	1	1	1	1	1	1	1	1	1	1	1	35.8656957131342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ALDH3A2	1	1	1	1	1	1	1	37.4203643117489	29.6464752687111	43.4201154863874	1	1	1	1	1	1	1	56.9481162911771	1	1	1	38.0290848230624	62.5088278977347	1	1	1	1	1
ALDH3B1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.1685627383891	1	1	1	1	1	1	1	1	1
ALDH3B2	1	1	1	1	1	1	1	47.3222484016473	1	50.5224557618423	1	1	1	80.7639786272264	1	71.7667758906075	1	104.181018149149	1	57.1134832867458	1	122.235555467084	1	1	1	1	1	1
ALDH6A1	1	1	1	1	1	1	1	26.2507776544315	1	32.3564053684843	1	1	1	1	1	24.4466973550384	1	50.8378027237582	1	1	1	47.5817214000167	1	1	1	1	1	1
ALDH7A1	1	1	1	1	1	1	1	1	50.0045484903487	41.7155888645315	1	36.1558737164989	1	1	1	76.9649456750443	1	39.7341096290119	1	81.7078441250432	41.2904108908715	64.0023298765112	178.7724930525	1	1	1	1	1
ALG12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.4955627122688	1	1	1	1	1	1
ALG13	110.032794462374	118.573401023879	1	132.914767150081	1	282.208256608706	107.22531602126	35.6202995915627	34.3442332162077	50.2495996080986	50.4597793318621	1	1	35.2909069713782	39.4015365966564	38.0223923849979	1	50.4331217404804	46.7900031327217	40.0075973192009	42.2481212325472	64.7418551850014	1	1	131.656439623743	69.0280234873732	73.1914826923529	1
ALG14	1	1	1	1	1	1	1	1	1	25.4301620612055	1	1	1	1	1	43.6487366890611	1	1	1	32.2877052095023	1	33.2403753726591	1	1	1	1	1	1
ALG2	1	1	1	1	1	1	1	1	1	35.7947614330006	1	1	1	1	1	23.3932336853903	1	31.8773828561247	1	1	35.9329800208346	54.0701536692096	1	1	1	63.425504146573	1	1
ALG3	1	1	1	1	1	1	1	52.6609928955143	105.503734514871	70.7850047066045	1	44.9141486454272	1	63.2805156530016	39.5879707441602	96.8124654024862	54.9578703622762	44.6078240631758	39.0760115592099	128.022201431532	33.5954630158988	39.0169519123343	1	1	1	36.0853591548688	1	1
ALG5	1	1	58.8928172278018	1	66.8606296451914	1	1	44.3037060472178	48.1145626756548	62.1830445596132	55.4736259506831	59.542133349881	52.9457364721538	38.0636308450471	45.1776355898243	57.453679048853	75.7951088892054	32.5487251064977	41.780047403757	59.926284411766	34.7957751933888	71.9596890038292	1	1	1	1	77.0174568226616	110.443241221191
ALKBH2	1	1	1	1	1	1	1	1	40.0745311876938	1	1	1	1	1	1	43.5323518777222	1	1	1	48.5883361425284	39.1216271234159	1	1	1	1	1	1	1
ALKBH3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.8652379898012	1	1	1	33.7125470353613	1	1	1	1	1	1	1	1
ALOX5	1	1	1	81.9384857875722	1	1	1	1	1	1	114.764678561882	1	1	1	1	1	1	1	142.98265657769	1	1	38.385115410986	1	1	1	44.444228990447	1	1
ALOX5AP	766.730716499286	307.920905167591	1	186.637178631281	1	173.60694671725	480.285847514225	1	1	1	398.04339412324	1	1	1	1	1	1	1	478.699801944216	1	1	1	1	1	444.417641538124	862.979273095362	1	1
ALPL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	207.793350032508	1
ALYREF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.3656197692105	1	1	1	1	1	1	1	250.267931495017
AMFR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	273.734209671576	1	1	1	69.4141209584251	1	1	1	1	1	1
AMIGO2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	153.757554457736	1	1	1	1	1
AMOTL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.6733195361164	1	1	1	1	1	1	1	88.0385937596606	1	1	1	1	1
AMPD2	1	1	1	1	1	1	1	1	1	1	43.1242890572339	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AMZ2	1	1	34.1987962266501	1	1	1	121.236790510079	71.9486940135398	54.1526938783479	50.5816511589141	48.7249794027802	38.4769083761339	1	87.0957828072173	47.3228065841214	94.4617478599857	41.9498714144012	84.8823106391451	35.8178419745867	92.2473431530103	36.9520710938391	60.9461582205309	61.4748221128163	1	107.90718420751	60.9380758082137	1	40.3892634013502
ANAPC10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.3564096122477	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC15	1	1	1	1	1	1	1	46.906631319067	46.2194552724922	34.8247804677332	1	1	1	59.852148343365	1	61.2937748947781	1	45.5145793562154	1	92.9730100428893	40.3630100619566	36.6464207520665	85.7239434594412	1	1	35.674426939475	1	262.02338463486
ANAPC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.0497302016749	1	1	1	1	1	1
ANG	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	68.1487276338946	1	1	1	1	1	1
ANGEL2	1	1	1	1	1	1	1	1	1	32.1066418847102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ANGPT1	1	1	1	1	1	1	1	1	1	1	1	1	68.907982144795	1	1	1	1	1	1	1	1	1	1	96.5744256462148	1	1	1	1
ANGPT2	1	1	182.14082287684	1	1	1	1	1	1	1	1	1	202.385859218993	1	131.57338843985	1	1	1	1	1	1	1	1	231.911783382922	1	1	170.139883264712	120.999335785178
ANGPTL2	1	1	1	1	113.058118841235	1	1	1	1	1	1	133.938312993074	1	1	97.018721350236	1	1	1	1	1	1	1	81.1401048473209	1	1	1	1	131.027994944092
ANGPTL4	1	1	86.3786404994197	1	372.946729301022	1	1	52.8745256804956	1	45.3674657983105	1	104.554477041184	274.719655824734	1	81.4037161250134	1	1	1	1	1	100.514751961009	304.219065620061	171.103481536531	280.92325258687	1	1	1	1
ANK2	1	1	1	1	73.4577510725322	1	1	1	1	1	1	66.0683625832819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ANK3	1	1	1	1	1	1	1	31.787915696715	1	30.697542544484	1	1	1	38.3786988353778	1	1	1	56.429649935262	1	1	27.2328801860733	32.4389864733	1	1	1	1	1	1
ANKH	1	1	1	1	1	1	1	1	1	1	1	114.363833504938	1	1	1	1	1	1	62.9803667414609	1	1	30.1736441030596	64.7125295855533	1	1	1	49.4982993785637	1
ANKIB1	1	1	1	1	1	1	1	1	42.6088638315231	28.5042831854162	1	1	1	47.9963604868038	1	1	1	47.9059502060712	1	26.6911580080858	1	33.2739002537231	1	1	1	1	1	1
ANKRA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.4992640144662	1	1	1	1	1	1	1	1	1	1
ANKRD13D	1	1	1	1	1	1	1	1	1	1	1	1	1	43.5605454510219	1	1	1	1	39.4700205452283	1	1	1	1	1	1	1	1	1
ANKRD22	1	1	1	1	1	1	1	1	1	1	64.445830552903	1	1	1	1	1	1	1	70.6684641049242	1	1	1	1	1	1	1	1	1
ANKRD26	1	1	1	1	1	1	1	1	1	1	1	1	1	50.0414461473042	1	27.2456032635832	1	1	1	31.105942566036	1	1	1	1	1	1	1	1
ANKRD28	192.020432557832	1	115.120771712648	1	72.3539351508447	1	177.393448725529	68.1383763526364	1	1	68.8078443145861	117.447697279912	80.5093347804343	1	92.2420183935553	1	157.302846497184	203.195848609721	1	1	1	43.0540198010573	1	1	191.133832195482	82.9271603856719	158.72116094251	262.02338463486
ANKRD29	1	1	122.249755226907	1	1	1	1	1	1	1	1	1	1	1	83.8099593292027	1	1	1	1	1	1	1	1	44.8206543072663	1	1	147.659337882627	1
ANKRD30A	1	1	1	1	1	1	1	517.880331537925	1	415.462178257263	1	1	1	450.370554515789	1	191.335271956196	1	1348.46744721208	1	1	1	873.224045416265	1	1	1	1	1	1
ANKRD36C	1	1	1	1	1	1	1	1	1	1	1	1	1	41.1825767460996	1	1	1	1	1	36.0884781423426	66.7121737339177	1	1	1	1	1	1	1
ANKRD39	1	1	1	1	1	1	1	1	1	24.6800139669824	1	1	1	1	1	39.6417733634203	1	1	1	38.8175645771075	1	1	1	1	1	1	1	1
ANKRD40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57.4312074400143	1
ANKRD44	124.451838061189	116.480594404187	1	150.01737055091	1	210.700785710399	137.145364071985	1	1	1	37.3134300702504	1	1	1	1	1	1	1	40.9475460786994	1	1	1	1	1	146.408449717068	42.4287514356231	1	1
ANKRD54	1	1	1	1	1	1	1	1	30.487090036459	1	1	1	1	1	1	32.9650952182087	1	1	1	45.9343911912934	1	1	1	1	1	1	1	1
ANKRD65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	68.1443753876468	1	1	1	1	1
ANKS3	1	1	1	1	1	1	1	1	1	28.8891183683753	1	1	1	35.4590279009412	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ANLN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.3489951278654	1	1	1	1	1	1	1	1
ANO1	1	1	1	1	1	1	1	1	1	1	1	44.0479350935664	149.804112997428	1	1	1	1	55.646292791973	1	1	22.0836919060425	1	245.715767432675	83.7885130907916	1	1	1	1
ANO10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.5537659182653	1	1	1	1	1	1	1	1	1	1	1	1	1
ANP32E	1	80.2763516394914	1	85.9784954956843	58.890040476325	1	111.659284864113	1	71.7707369552385	1	1	1	1	41.9543640929802	60.4314625366088	37.4142544280947	1	1	38.1673412485974	174.565463827326	1	1	94.4911346364462	1	1	52.6339270418386	40.3569921490183	299.358398972442
ANPEP	1	1	1	1	1	1	1	1	1	1	88.347907853603	1	1	1	1	1	1	148.240878895344	45.4322452499457	1	62.7967664744651	1	1	1	1	39.9383478054673	1	1
ANTXR1	1	1	1	1	121.732390522731	1	1	1	1	1	1	343.097260321658	64.1299595227521	1	1	1	1	1	1	1	1	1	88.0751723081743	84.0586529204076	1	1	1	1
ANTXR2	1	1	1	1	98.1343324840187	1	1	1	1	1	1	71.8013454187211	1	1	1	1	1	1	1	1	1	1	1	1	1	61.8840924200009	1	1
ANXA1	1986.80458716581	1732.34158687885	516.280483078576	1	498.023398117006	1	1042.31149749643	1	607.027557810632	206.235942422811	549.228559870826	440.046382154296	295.277438808778	167.178375781081	308.388493248184	88.5200597660601	1	1	422.539679474004	200.341989916206	1415.49657780251	1	1802.97829342846	307.277667505393	1079.56674668473	457.234120766367	337.49539673813	778.967019075985
ANXA2R	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.4178184396929	1	1	1	1	1	1	1	1
ANXA3	1	1	1	1	1	1	1	1	41.945888435989	44.2723077361834	1	1	1	1	1	38.7024339438724	1	1	1	41.23728577316	76.4048455442786	98.6499647649965	287.411295518948	1	1	1	161.336342650702	1
ANXA6	201.590176381932	140.368176141652	64.3638914506981	194.2027865372	119.210384467928	227.018289608332	180.005235522439	40.3714255711304	103.614569658276	38.1781664645701	70.8882710295148	139.441567760107	248.795217024609	36.28090567641	66.2056540567462	57.3431561243421	57.5322858057476	84.6280180012221	1	1	42.644442406232	96.100366374156	110.808465615048	276.222071719721	121.148370255866	66.7928080795965	1	1
ANXA8L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.8838409698484	1	1	1	1	1	1	1
ANXA9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.5427072857461	1	1	1	26.1442033552003	1	1	1	1	1	1
AOAH	84.9928887646305	1	1	1	1	1	96.3143877253075	1	1	1	72.4814708825024	1	1	1	1	1	1	1	85.2298495414373	1	1	1	1	1	130.721474978214	1	1	1
AOC3	1	1	58.3668032858509	1	1	1	1	1	1	1	1	1	52.3025052295969	1	89.1825313377938	1	1	1	1	1	1	1	1	135.390358905962	1	1	60.2071179700671	1
AP000769.1	1	1	1	1	1	1	1	148.937041516704	1	101.081086428714	1	1	1	286.412291837707	1	1	1	166.807616877467	1	1	1	67.6718497546939	1	1	1	1	1	1
AP1AR	1	1	1	1	1	1	1	36.3052102902175	1	31.3878332374718	1	1	1	1	1	1	1	44.145181668994	1	1	1	25.7849850505674	1	1	1	1	1	1
AP1B1	1	1	1	1	1	1	1	1	1	1	92.2774566486674	1	1	1	1	29.8902828657414	1	1	121.613043439718	28.0377621220368	1	1	1	1	1	30.3006430604476	1	1
AP1G1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.2582094414331	1	1	1	1	1	1
AP1G2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.8958145011406	1	1	1	52.9611789801033	1	1	1	1	1	1
AP1M1	1	1	1	1	1	69.7272299045638	1	1	60.9959439323307	1	34.223180626346	38.5351075166934	1	1	1	31.1959629115615	1	1	48.2171863402551	37.6424598291851	1	1	1	1	1	46.196918151559	1	91.1235709483018
AP1M2	1	1	1	1	1	1	1	78.5366559990369	83.392169063327	100.739061903717	1	1	1	79.1284158626803	1	97.3637865612888	1	87.1487673266339	1	92.0595955299427	56.6937374321742	100.994750674775	1	1	1	1	1	1
AP1S2	1	1	136.780974050341	102.771986110643	1	92.9025679262734	1	1	1	1	431.897349355017	1	1	1	158.955085177196	1	1	1	201.031892528207	31.3893589667423	1	1	1	1	1	315.398968218896	187.857417612231	1
AP2A2	1	1	64.0536647543554	1	1	1	1	1	1	1	1	1	1	1	46.6391452226322	23.8373678019164	1	1	91.6303182689812	1	1	36.4193257498421	1	1	1	1	1	1
AP3B1	1	1	1	1	1	84.0648803407944	1	1	34.6049700540428	34.7969583058275	1	36.5580464583675	1	1	1	27.8695316908721	1	37.3094303266623	37.8687992421905	1	1	47.5408117675097	1	1	1	61.2926205073122	51.2367266845215	102.237670507617
AP3M2	1	98.7711030735664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AP4M1	1	1	1	1	1	1	1	1	1	30.4932978484212	1	1	1	36.0206349636857	1	39.6671844220306	1	1	1	35.1706765636003	1	1	1	1	1	1	1	1
APAF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.1494965240487	1	1
APBB1IP	181.482342712505	143.170716924827	1	129.897095685528	1	204.879531060821	97.4727598361026	1	1	1	117.28271122584	1	1	1	1	1	1	1	133.796037195392	1	1	1	1	1	118.363224145017	92.208612946714	1	1
APBB2	1	1	48.8692597494161	1	1	1	1	1	1	1	1	54.8098765630723	61.6008096449162	1	71.5587134962758	1	1	1	1	1	1	43.765055479218	1	1	1	1	71.6561146914052	1
APC	1	1	40.1941812442505	1	1	1	1	1	1	1	1	1	1	1	50.4850950472724	1	1	1	1	1	1	1	1	1	1	1	1	1
APCDD1L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.492436097538	1	1	1	1	1	1	1
APEH	1	1	1	1	1	1	1	32.7768593460444	46.9404967801421	31.7385612468261	1	1	1	1	1	55.2663868432983	1	62.4647166987862	1	45.5998984881828	23.1182694865932	56.7199681007445	63.571869870187	1	1	97.5139862333225	1	1
APEX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.189145702499	1	1	1	37.7995974772985	1	1	1	1	1	1	1	1
APH1B	1	1	1	1	1	1	1	1	36.8601207341385	1	1	1	1	1	1	1	1	1	29.8655863890017	1	1	35.1349599614901	1	1	1	1	1	1
APLNR	1	1	193.32057037193	1	1	1	1	1	1	1	1	1	1	1	270.24673622233	1	1	1	1	1	1	1	1	1	1	1	1	1
APMAP	103.303563478469	1	50.6917221187432	1	50.4307473532744	1	331.456818256508	92.9749703756996	67.7967492394903	134.902900213683	1	53.9432416677836	87.8402753900004	70.4016662984769	72.4147918269648	94.7806991713411	1	115.91012890113	72.6203021906032	74.1990763313583	45.6272516636944	143.193095616447	50.4171369981073	1	115.158669891674	31.6637106531916	73.7251006543578	286.030140133534
APOBEC3A	1	1	1	1	1	1	1	1	1	1	221.373680974383	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
APOBEC3C	151.791851886577	1	1	81.2198378221965	1	95.6711853881748	120.435371222164	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	98.9845920271516	1	1	1
APOBEC3G	410.976358358178	111.632293615866	1	76.1901465005178	1	100.181443848589	273.397426279373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	312.090787302932	30.6676733540689	1	130.836544913808
APOC1	1	1	1	1	144.579879911198	1	1	1	1	1	397.942148881964	1	1	1	1	1	1	1	2653.36918493304	1	1	1	161.211164509222	1	1	1	1	1
APOD	1	1	99.458305749503	1	15876.7938982369	1	1	322.564460082751	1	402.027912804159	1	3182.1522754326	1	404.483100175344	353.175616577093	400.611101824126	1	490.953302398024	1	632.319891336716	1	125.155591634256	156.504305518882	1	1	1	1	188.284768213164
APOE	1	1	1	1	1115.98744256844	1	1	1	407.932880682469	1	942.548853479772	724.184864228753	1546.61604202393	94.5516176400454	317.470244376695	282.963357981356	1	1	8022.53213655988	159.814174718391	92.8316470417375	1	1622.69610305306	920.278808654312	1	1	1	1
APOL1	1	1	66.3423865800083	1	91.42344184425	1	1	1	1	1	1	84.5116598671404	53.6665949167445	1	91.5236849750567	1	1	1	1	1	1	1	1	1	1	1	79.9849524464232	1
APOL3	1	1	46.073062700806	1	1	1	1	1	1	1	46.7245133107706	1	1	1	89.2697259826592	1	1	1	39.8411802705084	1	1	1	1	1	1	1	99.2122226363471	1
APOL4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	71.5984421117196	1
APOL6	1	1	1	1	1	1	127.039236538948	1	54.0043892583564	1	83.8535216596213	62.3527174993529	69.8900563846869	1	33.1747271816349	1	1	1	89.4075551326768	1	37.9954743434186	1	1	58.848810002787	1	1	68.3394328355769	1
APOLD1	1	1	225.690091808951	1	1	1	1	1	1	1	1	1	108.49394262913	1	243.224760072926	1	1	1	1	1	1	1	1	124.51822243616	1	1	276.246367078553	274.971431944712
APOO	1	1	1	1	1	1	1	35.5847290252606	1	42.2251179107219	1	1	1	1	1	55.7089147134572	1	42.5610192627805	1	54.5383515790691	1	42.7332919183709	1	1	1	1	1	1
APOPT1	1	1	1	1	1	1	1	34.1316915216198	75.3746823966754	50.0882477666338	1	1	1	52.4660006996818	1	44.082742928266	1	38.1462378518133	1	64.7488695232816	1	1	1	1	1	1	1	1
APPBP2	1	1	1	1	1	1	1	31.2657401736132	1	1	1	1	1	1	46.2524898828344	25.2112394241557	1	50.2134425094891	1	1	1	38.1761754764787	1	1	1	1	1	1
APPL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.3627746281561	1	1	1	26.9249673573841	1	1	1	1	1	246.801487702502
APTR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.8848104836848	1	1	1	38.5933553085834	1	1	1	1	1	1
APTX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.1816956481652	1	1	1	1	24.1220825610474	1	1	1	1	1	1	1
AQP1	1	1	1460.05788936063	1	1	1	1	1	1	1	1	1	1	1	1040.82813304624	1	1	1	1	1	1	1	1	1	1	1	788.701128405138	797.160535945507
AQP3	1	158.071322593424	1	1	1	1	1	240.65115898677	1	389.222501899978	1	1	1	115.019112695584	1	91.4656623914737	81.4327241057227	89.7399565625617	1	1	84.0956633042838	122.600041640923	76.6898418560683	1	1	1	1	1
AQP5	1	1	1	1	1	1	1	1	53.2017906695585	1	1	1	1	1	1	1	1	1	1	1	77.9459406197569	1	1	1	1	1	1	1
